run_id,dataset,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,lambda,reroute_method,impact_weight,total_before,total_after,tdg_prepare_sec,reroute_sec,evaluate_after_sec,mean_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count
Hop40Rep2-0_random10_tdg_impact_w0,Hop40Rep2-0,40,2,0,2048,random,10,0,204,45,tdg_impact_reroute,0,183334760,168138436,0.707985,0.10925,2.941595,7.39195708526e+15,2.16192842119e+15,74867,74867
Hop40Rep2-0_random10_tdg_impact_w5,Hop40Rep2-0,40,2,0,2048,random,10,0,204,45,tdg_impact_reroute,5,183334760,165638370,0.707985,0.090503,2.82442,7.39195708526e+15,2.16192842119e+15,74867,74867
Hop40Rep2-0_random10_tdg_impact_w15,Hop40Rep2-0,40,2,0,2048,random,10,0,204,45,tdg_impact_reroute,15,183334760,165609613,0.707985,0.090604,2.828343,7.39195708526e+15,2.16192842119e+15,74867,74867
Hop40Rep2-0_random10_tdg_impact_w30,Hop40Rep2-0,40,2,0,2048,random,10,0,204,45,tdg_impact_reroute,30,183334760,165689115,0.707985,0.095695,2.82609,7.39195708526e+15,2.16192842119e+15,74867,74867
Hop40Rep2-0_random10_tdg_impact_w50,Hop40Rep2-0,40,2,0,2048,random,10,0,204,45,tdg_impact_reroute,50,183334760,165658484,0.707985,0.092529,2.8265,7.39195708526e+15,2.16192842119e+15,74867,74867
Hop40Rep2-0_random10_tdg_impact_w100,Hop40Rep2-0,40,2,0,2048,random,10,0,204,45,tdg_impact_reroute,100,183334760,165684040,0.707985,0.093827,2.826237,7.39195708526e+15,2.16192842119e+15,74867,74867
Hop40Rep2-1_random10_normal_td_dijkstra,Hop40Rep2-1,40,2,1,2048,random,10,0,204,45,normal_td_dijkstra,-1,272502704,251520594,0,0.019133,8.633563,6.61002015666e+15,-4.10110365519e+14,114314,114314
Hop40Rep2-1_random10_tdg_impact_w0,Hop40Rep2-1,40,2,1,2048,random,10,0,204,45,tdg_impact_reroute,0,272502704,251520594,1.470335,0.142168,8.371431,6.61002015666e+15,-4.10110365519e+14,114314,114314
Hop40Rep2-1_random10_tdg_impact_w5,Hop40Rep2-1,40,2,1,2048,random,10,0,204,45,tdg_impact_reroute,5,272502704,248358980,1.470335,0.132898,8.388058,6.61002015666e+15,-4.10110365519e+14,114314,114314
Hop40Rep2-1_random10_tdg_impact_w15,Hop40Rep2-1,40,2,1,2048,random,10,0,204,45,tdg_impact_reroute,15,272502704,248655054,1.470335,0.133607,8.380462,6.61002015666e+15,-4.10110365519e+14,114314,114314
Hop40Rep2-1_random10_tdg_impact_w30,Hop40Rep2-1,40,2,1,2048,random,10,0,204,45,tdg_impact_reroute,30,272502704,248822257,1.470335,0.13661,8.381069,6.61002015666e+15,-4.10110365519e+14,114314,114314
Hop40Rep2-1_random10_tdg_impact_w50,Hop40Rep2-1,40,2,1,2048,random,10,0,204,45,tdg_impact_reroute,50,272502704,248964912,1.470335,0.14373,8.399318,6.61002015666e+15,-4.10110365519e+14,114314,114314
Hop40Rep2-1_random10_tdg_impact_w100,Hop40Rep2-1,40,2,1,2048,random,10,0,204,45,tdg_impact_reroute,100,272502704,249325912,1.470335,0.138827,8.389846,6.61002015666e+15,-4.10110365519e+14,114314,114314
Hop40Rep2-2_random10_normal_td_dijkstra,Hop40Rep2-2,40,2,2,2048,random,10,0,204,45,normal_td_dijkstra,-1,235824473,224262119,0,0.014824,4.894583,-2.59997297364e+16,3.92951639145e+15,97212,97212
Hop40Rep2-2_random10_tdg_impact_w0,Hop40Rep2-2,40,2,2,2048,random,10,0,204,45,tdg_impact_reroute,0,235824473,224262119,0.969932,0.170666,4.896892,-2.59997297364e+16,3.92951639145e+15,97212,97212
Hop40Rep2-2_random10_tdg_impact_w5,Hop40Rep2-2,40,2,2,2048,random,10,0,204,45,tdg_impact_reroute,5,235824473,221618462,0.969932,0.137396,4.827297,-2.59997297364e+16,3.92951639145e+15,97212,97212
Hop40Rep2-2_random10_tdg_impact_w15,Hop40Rep2-2,40,2,2,2048,random,10,0,204,45,tdg_impact_reroute,15,235824473,220862124,0.969932,0.132608,4.787666,-2.59997297364e+16,3.92951639145e+15,97212,97212
Hop40Rep2-2_random10_tdg_impact_w30,Hop40Rep2-2,40,2,2,2048,random,10,0,204,45,tdg_impact_reroute,30,235824473,221050898,0.969932,0.136321,4.770795,-2.59997297364e+16,3.92951639145e+15,97212,97212
Hop40Rep2-2_random10_tdg_impact_w50,Hop40Rep2-2,40,2,2,2048,random,10,0,204,45,tdg_impact_reroute,50,235824473,221027576,0.969932,0.142302,4.768904,-2.59997297364e+16,3.92951639145e+15,97212,97212
Hop40Rep2-2_random10_tdg_impact_w100,Hop40Rep2-2,40,2,2,2048,random,10,0,204,45,tdg_impact_reroute,100,235824473,221930633,0.969932,0.153307,4.786619,-2.59997297364e+16,3.92951639145e+15,97212,97212
Hop40Rep2-3_random10_normal_td_dijkstra,Hop40Rep2-3,40,2,3,2048,random,10,0,204,45,normal_td_dijkstra,-1,189130776,185247890,0,0.017664,4.371622,2.45989437627e+16,2.54657437165e+15,79024,79024
Hop40Rep2-3_random10_tdg_impact_w0,Hop40Rep2-3,40,2,3,2048,random,10,0,204,45,tdg_impact_reroute,0,189130776,185247890,0.807024,0.164434,4.363313,2.45989437627e+16,2.54657437165e+15,79024,79024
Hop40Rep2-3_random10_tdg_impact_w5,Hop40Rep2-3,40,2,3,2048,random,10,0,204,45,tdg_impact_reroute,5,189130776,176204621,0.807024,0.107611,4.115305,2.45989437627e+16,2.54657437165e+15,79024,79024
Hop40Rep2-3_random10_tdg_impact_w15,Hop40Rep2-3,40,2,3,2048,random,10,0,204,45,tdg_impact_reroute,15,189130776,172081785,0.807024,0.099673,4.067493,2.45989437627e+16,2.54657437165e+15,79024,79024
Hop40Rep2-3_random10_tdg_impact_w30,Hop40Rep2-3,40,2,3,2048,random,10,0,204,45,tdg_impact_reroute,30,189130776,171846430,0.807024,0.100453,4.056681,2.45989437627e+16,2.54657437165e+15,79024,79024
Hop40Rep2-3_random10_tdg_impact_w50,Hop40Rep2-3,40,2,3,2048,random,10,0,204,45,tdg_impact_reroute,50,189130776,171304832,0.807024,0.10097,4.051975,2.45989437627e+16,2.54657437165e+15,79024,79024
Hop40Rep2-3_random10_tdg_impact_w100,Hop40Rep2-3,40,2,3,2048,random,10,0,204,45,tdg_impact_reroute,100,189130776,171329247,0.807024,0.099725,4.049246,2.45989437627e+16,2.54657437165e+15,79024,79024
Hop40Rep2-4_random10_normal_td_dijkstra,Hop40Rep2-4,40,2,4,2048,random,10,0,204,45,normal_td_dijkstra,-1,160372398,159388567,0,0.014589,2.560251,1790578749.18,1773346263.09,86604,86604
Hop40Rep2-4_random10_tdg_impact_w0,Hop40Rep2-4,40,2,4,2048,random,10,0,204,45,tdg_impact_reroute,0,160372398,159388567,0.700419,0.158617,2.570029,1790578749.18,1773346263.09,86604,86604
Hop40Rep2-4_random10_tdg_impact_w5,Hop40Rep2-4,40,2,4,2048,random,10,0,204,45,tdg_impact_reroute,5,160372398,153551706,0.700419,0.112464,2.362118,1790578749.18,1773346263.09,86604,86604
Hop40Rep2-4_random10_tdg_impact_w15,Hop40Rep2-4,40,2,4,2048,random,10,0,204,45,tdg_impact_reroute,15,160372398,152284411,0.700419,0.111059,2.332492,1790578749.18,1773346263.09,86604,86604
Hop40Rep2-4_random10_tdg_impact_w30,Hop40Rep2-4,40,2,4,2048,random,10,0,204,45,tdg_impact_reroute,30,160372398,152944181,0.700419,0.11357,2.337679,1790578749.18,1773346263.09,86604,86604
Hop40Rep2-4_random10_tdg_impact_w50,Hop40Rep2-4,40,2,4,2048,random,10,0,204,45,tdg_impact_reroute,50,160372398,151397268,0.700419,0.117049,2.318718,1790578749.18,1773346263.09,86604,86604
Hop40Rep2-4_random10_tdg_impact_w100,Hop40Rep2-4,40,2,4,2048,random,10,0,204,45,tdg_impact_reroute,100,160372398,151817733,0.700419,0.124445,2.32276,1790578749.18,1773346263.09,86604,86604
Hop40Rep2-5_random10_normal_td_dijkstra,Hop40Rep2-5,40,2,5,2048,random,10,0,204,45,normal_td_dijkstra,-1,262149198,245706609,0,0.015686,3.892495,132192528.76,99219186.4951,129592,129592
Hop40Rep2-5_random10_tdg_impact_w0,Hop40Rep2-5,40,2,5,2048,random,10,0,204,45,tdg_impact_reroute,0,262149198,245706609,1.08926,0.161648,3.817692,132192528.76,99219186.4951,129592,129592
Hop40Rep2-5_random10_tdg_impact_w5,Hop40Rep2-5,40,2,5,2048,random,10,0,204,45,tdg_impact_reroute,5,262149198,239910458,1.08926,0.145659,3.714445,132192528.76,99219186.4951,129592,129592
Hop40Rep2-5_random10_tdg_impact_w15,Hop40Rep2-5,40,2,5,2048,random,10,0,204,45,tdg_impact_reroute,15,262149198,240656661,1.08926,0.152594,3.754795,132192528.76,99219186.4951,129592,129592
Hop40Rep2-5_random10_tdg_impact_w30,Hop40Rep2-5,40,2,5,2048,random,10,0,204,45,tdg_impact_reroute,30,262149198,240065706,1.08926,0.147613,3.733135,132192528.76,99219186.4951,129592,129592
Hop40Rep2-5_random10_tdg_impact_w50,Hop40Rep2-5,40,2,5,2048,random,10,0,204,45,tdg_impact_reroute,50,262149198,239941095,1.08926,0.160195,3.716329,132192528.76,99219186.4951,129592,129592
Hop40Rep2-5_random10_tdg_impact_w100,Hop40Rep2-5,40,2,5,2048,random,10,0,204,45,tdg_impact_reroute,100,262149198,239954883,1.08926,0.152118,3.71059,132192528.76,99219186.4951,129592,129592
Hop40Rep2-6_random10_normal_td_dijkstra,Hop40Rep2-6,40,2,6,2048,random,10,0,204,45,normal_td_dijkstra,-1,218858438,213315232,0,0.014761,3.643591,1.47197055439e+15,1.50871019158e+15,83508,83508
Hop40Rep2-6_random10_tdg_impact_w0,Hop40Rep2-6,40,2,6,2048,random,10,0,204,45,tdg_impact_reroute,0,218858438,213315232,0.775279,0.192046,3.622471,1.47197055439e+15,1.50871019158e+15,83508,83508
Hop40Rep2-6_random10_tdg_impact_w5,Hop40Rep2-6,40,2,6,2048,random,10,0,204,45,tdg_impact_reroute,5,218858438,207364716,0.775279,0.147607,3.478373,1.47197055439e+15,1.50871019158e+15,83508,83508
Hop40Rep2-6_random10_tdg_impact_w15,Hop40Rep2-6,40,2,6,2048,random,10,0,204,45,tdg_impact_reroute,15,218858438,207535159,0.775279,0.143919,3.502029,1.47197055439e+15,1.50871019158e+15,83508,83508
Hop40Rep2-6_random10_tdg_impact_w30,Hop40Rep2-6,40,2,6,2048,random,10,0,204,45,tdg_impact_reroute,30,218858438,207462008,0.775279,0.147845,3.494947,1.47197055439e+15,1.50871019158e+15,83508,83508
Hop40Rep2-6_random10_tdg_impact_w50,Hop40Rep2-6,40,2,6,2048,random,10,0,204,45,tdg_impact_reroute,50,218858438,207430168,0.775279,0.145853,3.492958,1.47197055439e+15,1.50871019158e+15,83508,83508
Hop40Rep2-6_random10_tdg_impact_w100,Hop40Rep2-6,40,2,6,2048,random,10,0,204,45,tdg_impact_reroute,100,218858438,207412489,0.775279,0.14805,3.490051,1.47197055439e+15,1.50871019158e+15,83508,83508
Hop40Rep2-7_random10_normal_td_dijkstra,Hop40Rep2-7,40,2,7,2048,random,10,0,204,45,normal_td_dijkstra,-1,247936639,245687354,0,0.016491,8.056794,4.05614124552e+16,-1.95537282752e+15,74162,74162
Hop40Rep2-7_random10_tdg_impact_w0,Hop40Rep2-7,40,2,7,2048,random,10,0,204,45,tdg_impact_reroute,0,247936639,245687354,1.063821,0.188922,7.858532,4.05614124552e+16,-1.95537282752e+15,74162,74162
Hop40Rep2-7_random10_tdg_impact_w5,Hop40Rep2-7,40,2,7,2048,random,10,0,204,45,tdg_impact_reroute,5,247936639,240187042,1.063821,0.175003,7.540502,4.05614124552e+16,-1.95537282752e+15,74162,74162
Hop40Rep2-7_random10_tdg_impact_w15,Hop40Rep2-7,40,2,7,2048,random,10,0,204,45,tdg_impact_reroute,15,247936639,240153552,1.063821,0.186063,7.62673,4.05614124552e+16,-1.95537282752e+15,74162,74162
Hop40Rep2-7_random10_tdg_impact_w30,Hop40Rep2-7,40,2,7,2048,random,10,0,204,45,tdg_impact_reroute,30,247936639,240199782,1.063821,0.190076,7.555446,4.05614124552e+16,-1.95537282752e+15,74162,74162
Hop40Rep2-7_random10_tdg_impact_w50,Hop40Rep2-7,40,2,7,2048,random,10,0,204,45,tdg_impact_reroute,50,247936639,242040870,1.063821,0.18034,7.569971,4.05614124552e+16,-1.95537282752e+15,74162,74162
Hop40Rep2-7_random10_tdg_impact_w100,Hop40Rep2-7,40,2,7,2048,random,10,0,204,45,tdg_impact_reroute,100,247936639,256808190,1.063821,0.115899,7.226268,4.05614124552e+16,-1.95537282752e+15,74162,74162
Hop40Rep2-8_random10_normal_td_dijkstra,Hop40Rep2-8,40,2,8,2048,random,10,0,204,45,normal_td_dijkstra,-1,255380646,235724021,0,0.010829,6.304847,-2.26446035986e+16,1.10253927691e+15,87039,87039
Hop40Rep2-8_random10_tdg_impact_w0,Hop40Rep2-8,40,2,8,2048,random,10,0,204,45,tdg_impact_reroute,0,255380646,235724021,1.063046,0.116777,6.253186,-2.26446035986e+16,1.10253927691e+15,87039,87039
Hop40Rep2-8_random10_tdg_impact_w5,Hop40Rep2-8,40,2,8,2048,random,10,0,204,45,tdg_impact_reroute,5,255380646,227090515,1.063046,0.103102,6.051902,-2.26446035986e+16,1.10253927691e+15,87039,87039
Hop40Rep2-8_random10_tdg_impact_w15,Hop40Rep2-8,40,2,8,2048,random,10,0,204,45,tdg_impact_reroute,15,255380646,231241529,1.063046,0.110442,6.274483,-2.26446035986e+16,1.10253927691e+15,87039,87039
Hop40Rep2-8_random10_tdg_impact_w30,Hop40Rep2-8,40,2,8,2048,random,10,0,204,45,tdg_impact_reroute,30,255380646,231291288,1.063046,0.133415,6.31601,-2.26446035986e+16,1.10253927691e+15,87039,87039
Hop40Rep2-8_random10_tdg_impact_w50,Hop40Rep2-8,40,2,8,2048,random,10,0,204,45,tdg_impact_reroute,50,255380646,231108718,1.063046,0.118322,6.168313,-2.26446035986e+16,1.10253927691e+15,87039,87039
Hop40Rep2-8_random10_tdg_impact_w100,Hop40Rep2-8,40,2,8,2048,random,10,0,204,45,tdg_impact_reroute,100,255380646,231002008,1.063046,0.108153,6.113728,-2.26446035986e+16,1.10253927691e+15,87039,87039
Hop40Rep2-9_random10_normal_td_dijkstra,Hop40Rep2-9,40,2,9,2048,random,10,0,204,45,normal_td_dijkstra,-1,207730769,198625592,0,0.012634,3.654443,1.45759942204e+13,1.80881488151e+13,99285,99285
Hop40Rep2-9_random10_tdg_impact_w0,Hop40Rep2-9,40,2,9,2048,random,10,0,204,45,tdg_impact_reroute,0,207730769,198625592,0.902822,0.193683,3.571047,1.45759942204e+13,1.80881488151e+13,99285,99285
Hop40Rep2-9_random10_tdg_impact_w5,Hop40Rep2-9,40,2,9,2048,random,10,0,204,45,tdg_impact_reroute,5,207730769,196108117,0.902822,0.156692,3.52531,1.45759942204e+13,1.80881488151e+13,99285,99285
Hop40Rep2-9_random10_tdg_impact_w15,Hop40Rep2-9,40,2,9,2048,random,10,0,204,45,tdg_impact_reroute,15,207730769,196553006,0.902822,0.148424,3.54926,1.45759942204e+13,1.80881488151e+13,99285,99285
Hop40Rep2-9_random10_tdg_impact_w30,Hop40Rep2-9,40,2,9,2048,random,10,0,204,45,tdg_impact_reroute,30,207730769,196612719,0.902822,0.158568,3.552653,1.45759942204e+13,1.80881488151e+13,99285,99285
Hop40Rep2-9_random10_tdg_impact_w50,Hop40Rep2-9,40,2,9,2048,random,10,0,204,45,tdg_impact_reroute,50,207730769,196637738,0.902822,0.17073,3.590567,1.45759942204e+13,1.80881488151e+13,99285,99285
Hop40Rep2-9_random10_tdg_impact_w100,Hop40Rep2-9,40,2,9,2048,random,10,0,204,45,tdg_impact_reroute,100,207730769,196741461,0.902822,0.172939,3.552607,1.45759942204e+13,1.80881488151e+13,99285,99285
Hop40Rep2-10_random10_normal_td_dijkstra,Hop40Rep2-10,40,2,10,2048,random,10,0,204,45,normal_td_dijkstra,-1,120399675,116029982,0,0.016409,1.676091,23359670.4902,25068346.1694,82718,82718
Hop40Rep2-10_random10_tdg_impact_w0,Hop40Rep2-10,40,2,10,2048,random,10,0,204,45,tdg_impact_reroute,0,120399675,116029982,0.609532,0.123897,1.679955,23359670.4902,25068346.1694,82718,82718
Hop40Rep2-10_random10_tdg_impact_w5,Hop40Rep2-10,40,2,10,2048,random,10,0,204,45,tdg_impact_reroute,5,120399675,113744162,0.609532,0.101192,1.654751,23359670.4902,25068346.1694,82718,82718
Hop40Rep2-10_random10_tdg_impact_w15,Hop40Rep2-10,40,2,10,2048,random,10,0,204,45,tdg_impact_reroute,15,120399675,113793292,0.609532,0.10129,1.642395,23359670.4902,25068346.1694,82718,82718
Hop40Rep2-10_random10_tdg_impact_w30,Hop40Rep2-10,40,2,10,2048,random,10,0,204,45,tdg_impact_reroute,30,120399675,114044218,0.609532,0.100277,1.648127,23359670.4902,25068346.1694,82718,82718
Hop40Rep2-10_random10_tdg_impact_w50,Hop40Rep2-10,40,2,10,2048,random,10,0,204,45,tdg_impact_reroute,50,120399675,114072720,0.609532,0.100756,1.654355,23359670.4902,25068346.1694,82718,82718
Hop40Rep2-10_random10_tdg_impact_w100,Hop40Rep2-10,40,2,10,2048,random,10,0,204,45,tdg_impact_reroute,100,120399675,114139392,0.609532,0.102891,1.650021,23359670.4902,25068346.1694,82718,82718
Hop40Rep2-11_random10_normal_td_dijkstra,Hop40Rep2-11,40,2,11,2048,random,10,0,204,45,normal_td_dijkstra,-1,208447749,186906547,0,0.013816,2.881321,7931369023.43,13183139210.7,110614,110614
Hop40Rep2-11_random10_tdg_impact_w0,Hop40Rep2-11,40,2,11,2048,random,10,0,204,45,tdg_impact_reroute,0,208447749,186906547,0.906083,0.134968,2.812781,7931369023.43,13183139210.7,110614,110614
Hop40Rep2-11_random10_tdg_impact_w5,Hop40Rep2-11,40,2,11,2048,random,10,0,204,45,tdg_impact_reroute,5,208447749,188316397,0.906083,0.125858,2.849668,7931369023.43,13183139210.7,110614,110614
Hop40Rep2-11_random10_tdg_impact_w15,Hop40Rep2-11,40,2,11,2048,random,10,0,204,45,tdg_impact_reroute,15,208447749,188503440,0.906083,0.128773,2.839787,7931369023.43,13183139210.7,110614,110614
Hop40Rep2-11_random10_tdg_impact_w30,Hop40Rep2-11,40,2,11,2048,random,10,0,204,45,tdg_impact_reroute,30,208447749,188545820,0.906083,0.129972,2.832437,7931369023.43,13183139210.7,110614,110614
Hop40Rep2-11_random10_tdg_impact_w50,Hop40Rep2-11,40,2,11,2048,random,10,0,204,45,tdg_impact_reroute,50,208447749,188483945,0.906083,0.127081,2.828463,7931369023.43,13183139210.7,110614,110614
Hop40Rep2-11_random10_tdg_impact_w100,Hop40Rep2-11,40,2,11,2048,random,10,0,204,45,tdg_impact_reroute,100,208447749,188998652,0.906083,0.130495,2.840313,7931369023.43,13183139210.7,110614,110614
Hop40Rep2-12_random10_normal_td_dijkstra,Hop40Rep2-12,40,2,12,2048,random,10,0,204,45,normal_td_dijkstra,-1,152002746,146577850,0,0.01405,2.491243,1613440263.27,1610583893.17,100366,100366
Hop40Rep2-12_random10_tdg_impact_w0,Hop40Rep2-12,40,2,12,2048,random,10,0,204,45,tdg_impact_reroute,0,152002746,146577850,0.789289,0.153062,2.478191,1613440263.27,1610583893.17,100366,100366
Hop40Rep2-12_random10_tdg_impact_w5,Hop40Rep2-12,40,2,12,2048,random,10,0,204,45,tdg_impact_reroute,5,152002746,141912620,0.789289,0.115771,2.363322,1613440263.27,1610583893.17,100366,100366
Hop40Rep2-12_random10_tdg_impact_w15,Hop40Rep2-12,40,2,12,2048,random,10,0,204,45,tdg_impact_reroute,15,152002746,141888472,0.789289,0.115862,2.356976,1613440263.27,1610583893.17,100366,100366
Hop40Rep2-12_random10_tdg_impact_w30,Hop40Rep2-12,40,2,12,2048,random,10,0,204,45,tdg_impact_reroute,30,152002746,141885251,0.789289,0.117615,2.359183,1613440263.27,1610583893.17,100366,100366
Hop40Rep2-12_random10_tdg_impact_w50,Hop40Rep2-12,40,2,12,2048,random,10,0,204,45,tdg_impact_reroute,50,152002746,141849431,0.789289,0.119342,2.353331,1613440263.27,1610583893.17,100366,100366
Hop40Rep2-12_random10_tdg_impact_w100,Hop40Rep2-12,40,2,12,2048,random,10,0,204,45,tdg_impact_reroute,100,152002746,141878931,0.789289,0.121899,2.35865,1613440263.27,1610583893.17,100366,100366
Hop40Rep2-13_random10_normal_td_dijkstra,Hop40Rep2-13,40,2,13,2048,random,10,0,204,45,normal_td_dijkstra,-1,197723662,179138928,0,0.017367,3.590474,-1.51424085346e+16,-1.54677476823e+15,85008,85008
Hop40Rep2-13_random10_tdg_impact_w0,Hop40Rep2-13,40,2,13,2048,random,10,0,204,45,tdg_impact_reroute,0,197723662,179138928,0.823116,0.13134,3.468533,-1.51424085346e+16,-1.54677476823e+15,85008,85008
Hop40Rep2-13_random10_tdg_impact_w5,Hop40Rep2-13,40,2,13,2048,random,10,0,204,45,tdg_impact_reroute,5,197723662,177435714,0.823116,0.099379,3.438528,-1.51424085346e+16,-1.54677476823e+15,85008,85008
Hop40Rep2-13_random10_tdg_impact_w15,Hop40Rep2-13,40,2,13,2048,random,10,0,204,45,tdg_impact_reroute,15,197723662,176932960,0.823116,0.097778,3.416326,-1.51424085346e+16,-1.54677476823e+15,85008,85008
Hop40Rep2-13_random10_tdg_impact_w30,Hop40Rep2-13,40,2,13,2048,random,10,0,204,45,tdg_impact_reroute,30,197723662,176762797,0.823116,0.096498,3.413014,-1.51424085346e+16,-1.54677476823e+15,85008,85008
Hop40Rep2-13_random10_tdg_impact_w50,Hop40Rep2-13,40,2,13,2048,random,10,0,204,45,tdg_impact_reroute,50,197723662,177035466,0.823116,0.097749,3.415244,-1.51424085346e+16,-1.54677476823e+15,85008,85008
Hop40Rep2-13_random10_tdg_impact_w100,Hop40Rep2-13,40,2,13,2048,random,10,0,204,45,tdg_impact_reroute,100,197723662,177033272,0.823116,0.098456,3.419603,-1.51424085346e+16,-1.54677476823e+15,85008,85008
Hop40Rep2-14_random10_normal_td_dijkstra,Hop40Rep2-14,40,2,14,2048,random,10,0,204,45,normal_td_dijkstra,-1,199914767,190516229,0,0.015176,3.961278,-6.91931227974e+14,3.7361297148e+15,91317,91317
Hop40Rep2-14_random10_tdg_impact_w0,Hop40Rep2-14,40,2,14,2048,random,10,0,204,45,tdg_impact_reroute,0,199914767,190516229,0.873303,0.134457,3.908101,-6.91931227974e+14,3.7361297148e+15,91317,91317
Hop40Rep2-14_random10_tdg_impact_w5,Hop40Rep2-14,40,2,14,2048,random,10,0,204,45,tdg_impact_reroute,5,199914767,183311431,0.873303,0.111642,3.758492,-6.91931227974e+14,3.7361297148e+15,91317,91317
Hop40Rep2-14_random10_tdg_impact_w15,Hop40Rep2-14,40,2,14,2048,random,10,0,204,45,tdg_impact_reroute,15,199914767,183411814,0.873303,0.111246,3.777775,-6.91931227974e+14,3.7361297148e+15,91317,91317
Hop40Rep2-14_random10_tdg_impact_w30,Hop40Rep2-14,40,2,14,2048,random,10,0,204,45,tdg_impact_reroute,30,199914767,183190769,0.873303,0.113682,3.768793,-6.91931227974e+14,3.7361297148e+15,91317,91317
Hop40Rep2-14_random10_tdg_impact_w50,Hop40Rep2-14,40,2,14,2048,random,10,0,204,45,tdg_impact_reroute,50,199914767,183209178,0.873303,0.118047,3.790882,-6.91931227974e+14,3.7361297148e+15,91317,91317
Hop40Rep2-14_random10_tdg_impact_w100,Hop40Rep2-14,40,2,14,2048,random,10,0,204,45,tdg_impact_reroute,100,199914767,183025388,0.873303,0.112624,3.776921,-6.91931227974e+14,3.7361297148e+15,91317,91317
Hop40Rep2-15_random10_normal_td_dijkstra,Hop40Rep2-15,40,2,15,2048,random,10,0,204,45,normal_td_dijkstra,-1,185544747,178644040,0,0.016058,2.82647,53818685.299,56323958.0864,103655,103655
Hop40Rep2-15_random10_tdg_impact_w0,Hop40Rep2-15,40,2,15,2048,random,10,0,204,45,tdg_impact_reroute,0,185544747,178644040,0.829434,0.143066,2.825833,53818685.299,56323958.0864,103655,103655
Hop40Rep2-15_random10_tdg_impact_w5,Hop40Rep2-15,40,2,15,2048,random,10,0,204,45,tdg_impact_reroute,5,185544747,174733424,0.829434,0.123542,2.715122,53818685.299,56323958.0864,103655,103655
Hop40Rep2-15_random10_tdg_impact_w15,Hop40Rep2-15,40,2,15,2048,random,10,0,204,45,tdg_impact_reroute,15,185544747,174305392,0.829434,0.124793,2.724664,53818685.299,56323958.0864,103655,103655
Hop40Rep2-15_random10_tdg_impact_w30,Hop40Rep2-15,40,2,15,2048,random,10,0,204,45,tdg_impact_reroute,30,185544747,171199156,0.829434,0.121761,2.677356,53818685.299,56323958.0864,103655,103655
Hop40Rep2-15_random10_tdg_impact_w50,Hop40Rep2-15,40,2,15,2048,random,10,0,204,45,tdg_impact_reroute,50,185544747,170995817,0.829434,0.122632,2.67391,53818685.299,56323958.0864,103655,103655
Hop40Rep2-15_random10_tdg_impact_w100,Hop40Rep2-15,40,2,15,2048,random,10,0,204,45,tdg_impact_reroute,100,185544747,171071843,0.829434,0.124979,2.67711,53818685.299,56323958.0864,103655,103655
Hop40Rep2-16_random10_normal_td_dijkstra,Hop40Rep2-16,40,2,16,2048,random,10,0,204,45,normal_td_dijkstra,-1,202958926,185845162,0,0.015779,3.829792,-6.68402648257e+15,-3.40540975941e+15,85433,85433
Hop40Rep2-16_random10_tdg_impact_w0,Hop40Rep2-16,40,2,16,2048,random,10,0,204,45,tdg_impact_reroute,0,202958926,185845162,0.799733,0.12658,3.820684,-6.68402648257e+15,-3.40540975941e+15,85433,85433
Hop40Rep2-16_random10_tdg_impact_w5,Hop40Rep2-16,40,2,16,2048,random,10,0,204,45,tdg_impact_reroute,5,202958926,183182591,0.799733,0.109143,3.708394,-6.68402648257e+15,-3.40540975941e+15,85433,85433
Hop40Rep2-16_random10_tdg_impact_w15,Hop40Rep2-16,40,2,16,2048,random,10,0,204,45,tdg_impact_reroute,15,202958926,183161605,0.799733,0.108557,3.708406,-6.68402648257e+15,-3.40540975941e+15,85433,85433
Hop40Rep2-16_random10_tdg_impact_w30,Hop40Rep2-16,40,2,16,2048,random,10,0,204,45,tdg_impact_reroute,30,202958926,183136045,0.799733,0.106471,3.701572,-6.68402648257e+15,-3.40540975941e+15,85433,85433
Hop40Rep2-16_random10_tdg_impact_w50,Hop40Rep2-16,40,2,16,2048,random,10,0,204,45,tdg_impact_reroute,50,202958926,183123731,0.799733,0.102646,3.619642,-6.68402648257e+15,-3.40540975941e+15,85433,85433
Hop40Rep2-16_random10_tdg_impact_w100,Hop40Rep2-16,40,2,16,2048,random,10,0,204,45,tdg_impact_reroute,100,202958926,183066726,0.799733,0.1105,3.649256,-6.68402648257e+15,-3.40540975941e+15,85433,85433
Hop40Rep2-17_random10_normal_td_dijkstra,Hop40Rep2-17,40,2,17,2048,random,10,0,204,45,normal_td_dijkstra,-1,138525033,134844078,0,0.01234,2.016076,94091253.348,91506447.8701,85403,85403
Hop40Rep2-17_random10_tdg_impact_w0,Hop40Rep2-17,40,2,17,2048,random,10,0,204,45,tdg_impact_reroute,0,138525033,134844078,0.647712,0.127935,2.010057,94091253.348,91506447.8701,85403,85403
Hop40Rep2-17_random10_tdg_impact_w5,Hop40Rep2-17,40,2,17,2048,random,10,0,204,45,tdg_impact_reroute,5,138525033,131041460,0.647712,0.104066,1.944639,94091253.348,91506447.8701,85403,85403
